event_id,user_id,ts,event_type,paywall_type,converted,price
e_36e6d0fcf8c740a7,u_959d634476a6,2024-01-04 03:45:00,contentViewed_other,,,
e_90bb901e2beb44e7,u_2f2dd8dea4f7,2024-01-04 06:51:00,appOpen,,,
e_f25facc386164711,u_d6c803c66f18,2024-01-04 07:00:00,contentViewed_bible,,,
e_482809e6fd9244c5,u_85df44f07df6,2024-01-04 07:37:00,appOpen,,,
e_aa9e1d389cee4a1c,u_959d634476a6,2024-01-04 11:29:00,contentViewed_other,,,
e_24e648fae26b49f2,u_bdab3ea54bac,2024-01-04 18:58:00,contentViewed_other,,,
e_eedb8735b0e743e6,u_b9e45bc4c0d4,2024-01-04 19:46:00,contentViewed_other,,,
e_f843fb900fc849f2,u_0e2c8347e362,2024-01-04 22:07:00,habitDone,,,
e_9f4f47aed7bc4817,u_919d7acb778f,2024-01-04 22:13:00,paywallShown,sleep,True,
e_adaa9d16aee7446f,u_919d7acb778f,2024-01-04 22:14:00,purchaseCompleted,sleep,,14.99
e_48a019ced3bd4ea8,u_85df44f07df6,2024-01-05 00:25:00,habitDone,,,
e_f44e3aa159a6427d,u_2f2dd8dea4f7,2024-01-05 02:14:00,habitDone,,,
e_34b5c2ffb51d40a9,u_6770a166f523,2024-01-05 02:41:00,contentViewed_bible,,,
e_ab122b602d384f6e,u_919d7acb778f,2024-01-05 03:37:00,contentViewed_other,,,
e_5fb30ec8bc07485e,u_c0efc6fd82a1,2024-01-05 03:38:00,habitDone,,,
e_4ae7715b0d414fc4,u_ab06beb5f8b3,2024-01-05 07:34:00,habitDone,,,
e_5d45e914d9be4f05,u_85df44f07df6,2024-01-05 07:53:00,habitDone,,,
e_9a77371024fe4d05,bob,2024-01-05 08:03:00,contentViewed_other,,,
e_bef81f99c4e24623,u_46de3f883e57,2024-01-05 09:00:00,appOpen,,,
e_c87c144a02c14fe2,u_d655fb3b1f9d,2024-01-05 14:36:00,contentViewed_anxiety,,,
e_92f03e67ada146a6,u_29f99c309d2a,2024-01-05 15:10:00,paywallShown,biblestudy,False,
e_ac79a3a15d7646aa,u_29f99c309d2a,2024-01-05 16:18:00,paywallShown,biblestudy,False,
e_8f233a1573824481,u_2f2dd8dea4f7,2024-01-05 16:50:00,habitDone,,,
e_df1622f905974fc5,u_959d634476a6,2024-01-05 17:41:00,appOpen,,,
e_f7b46badbd84444d,u_bfabd8a9efaf,2024-01-05 19:03:00,habitDone,,,
e_7858edbbb21c4cb5,u_d655fb3b1f9d,2024-01-05 19:42:00,contentViewed_anxiety,,,
e_7c4ba485285243b7,bob,2024-01-05 21:22:00,appOpen,,,
e_1d0ff11629344ce4,u_959d634476a6,2024-01-05 22:00:00,paywallShown,generic,False,
e_8823c18cc7ed4b79,u_46de3f883e57,2024-01-06 00:57:00,contentViewed_other,,,
e_d36f84cb1a4f4331,u_2339479b86f3,2024-01-06 03:01:00,contentViewed_sleep,,,
e_2bf382ea487347dc,bob,2024-01-06 03:41:00,habitDone,,,
e_d7f444379ec44541,u_4e05965f2dcb,2024-01-06 08:27:00,appOpen,,,
e_730c43e3468645be,u_29f99c309d2a,2024-01-06 08:31:00,contentViewed_other,,,
e_a3f3b72e5ead460f,u_919d7acb778f,2024-01-06 10:04:00,paywallShown,anxiety,False,
e_189ed85df92d4950,u_535bc2ef3899,2024-01-06 14:06:00,paywallShown,generic,False,
e_aa785f4cd401431b,bob,2024-01-06 16:47:00,habitDone,,,
e_bcb20a3c4e3f41b5,u_8b2b2816de65,2024-01-06 18:21:00,habitDone,,,
e_071999505afa4b63,u_c72c87174fc8,2024-01-06 19:21:00,paywallShown,generic,False,
e_71505a2982b34267,u_8229b7453a2d,2024-01-06 20:01:00,habitDone,,,
e_33c498c4e14d43d4,u_919d7acb778f,2024-01-06 20:06:00,habitDone,,,
e_ccfb5601ce9d4da3,u_ab06beb5f8b3,2024-01-07 00:54:00,habitDone,,,
e_7c4cc5108a3747a6,u_7aa9b116e0ba,2024-01-07 01:03:00,appOpen,,,
e_c991e559eaf24446,u_d655fb3b1f9d,2024-01-07 03:01:00,contentViewed_anxiety,,,
e_19f76d3c904f4c0e,u_beab14d2414e,2024-01-07 05:53:00,contentViewed_other,,,
e_0238a6df00a145a8,u_919d7acb778f,2024-01-07 05:55:00,contentViewed_other,,,
e_6e8318671a344500,u_bdab3ea54bac,2024-01-07 06:41:00,habitDone,,,
e_69fbcab9d3554dae,u_959d634476a6,2024-01-07 07:30:00,appOpen,,,
e_e47cd087e69a4387,u_b4144d5b0da7,2024-01-07 08:00:00,paywallShown,biblestudy,False,
e_7e84aba5538a49fd,u_2f2dd8dea4f7,2024-01-07 09:07:00,contentViewed_anxiety,,,
e_3a6cb9b3e86d4396,u_f529961ca95d,2024-01-07 12:32:00,appOpen,,,
e_fa797ecb048345d0,u_e608895d0d9a,2024-01-07 13:00:00,habitDone,,,
e_ac03590e82e1464f,u_85df44f07df6,2024-01-07 15:16:00,contentViewed_bible,,,
e_216eb5f1e2204ca0,u_c72c87174fc8,2024-01-07 16:11:00,appOpen,,,
e_353bf122df614cb8,u_9aa68dc352a3,2024-01-07 18:48:00,appOpen,,,
e_62fa8561abf54dd1,u_5d2c7c66c0a0,2024-01-07 18:58:00,appOpen,,,
e_4b7749e4a0d64dea,u_9fbd8886ec7c,2024-01-07 19:25:00,habitDone,,,
e_86b153ea233a490b,u_3c66b390fd02,2024-01-07 19:36:00,paywallShown,generic,False,
e_baf94604f34547d5,u_6770a166f523,2024-01-07 20:08:00,paywallShown,anxiety,False,
e_91f77eefac764555,u_9fbd8886ec7c,2024-01-07 21:45:00,habitDone,,,
e_b32dccf70fdf44fe,u_9aa68dc352a3,2024-01-07 22:58:00,habitDone,,,
e_1877d681c6324b91,u_f402bcd61840,2024-01-08 00:26:00,contentViewed_sleep,,,
e_068b26391bc84d06,u_295dae53d36c,2024-01-08 02:29:00,habitDone,,,
e_7753d36f334c46c8,u_081ca76bc697,2024-01-08 02:48:00,contentViewed_anxiety,,,
e_33ad201764484387,u_7aa9b116e0ba,2024-01-08 03:09:00,habitDone,,,
e_bd642e88ceba4231,u_d31045677181,2024-01-08 04:04:00,appOpen,,,
e_7ed15a1f45214774,u_7aa9b116e0ba,2024-01-08 04:07:00,appOpen,,,
e_648f34bf1e024ff4,u_0e2c8347e362,2024-01-08 09:27:00,contentViewed_anxiety,,,
e_63b404eddc114b66,u_8f2fdd27ae91,2024-01-08 09:33:00,habitDone,,,
e_5cea10d5f82648ef,u_5cf6f4e6c002,2024-01-08 09:55:00,contentViewed_sleep,,,
e_627f9735878d4e8f,u_d6c803c66f18,2024-01-08 10:00:00,contentViewed_bible,,,
e_a9afb1efbb1e4e91,u_9aa68dc352a3,2024-01-08 10:01:00,habitDone,,,
e_41a741380a624130,u_29f99c309d2a,2024-01-08 13:44:00,paywallShown,biblestudy,False,
e_e18d9eba14f748bb,u_85df44f07df6,2024-01-08 14:36:00,paywallShown,biblestudy,False,
e_7c789b83eaeb46fc,u_d6c803c66f18,2024-01-08 14:50:00,habitDone,,,
e_89f56645dde84741,u_74e27d26c6be,2024-01-08 15:55:00,paywallShown,biblestudy,False,
e_9b18295cab744478,u_9aa68dc352a3,2024-01-08 16:07:00,contentViewed_sleep,,,
e_e6e635267440476f,u_c1011b2fea85,2024-01-08 16:18:00,paywallShown,anxiety,False,
e_446d33bdf33448f4,u_a52cdb5696cb,2024-01-08 20:36:00,contentViewed_anxiety,,,
e_dca338062e334622,u_ab06beb5f8b3,2024-01-08 21:20:00,habitDone,,,
e_8cd8400b79a04be8,bob,2024-01-08 22:01:00,contentViewed_sleep,,,
e_7af211ee8eb347e7,u_b4144d5b0da7,2024-01-08 22:22:00,paywallShown,biblestudy,False,
e_7f81324d9f7f4083,u_959d634476a6,2024-01-09 00:50:00,appOpen,,,
e_a9b216be05a348bf,u_d9b96fe86e6c,2024-01-09 01:43:00,habitDone,,,
e_da11be4503aa46bc,u_e50edab1476a,2024-01-09 02:13:00,contentViewed_other,,,
e_b1ce4cd5367f48ae,u_beab14d2414e,2024-01-09 02:20:00,habitDone,,,
e_ffcca3e125ba4311,u_e3b06e0da1e0,2024-01-09 03:00:00,habitDone,,,
e_fdc1d519c5794540,u_959d634476a6,2024-01-09 03:09:00,contentViewed_other,,,
e_588877dfb2714a3a,u_52ceefee53aa,2024-01-09 04:18:00,habitDone,,,
e_610362f9170a49be,u_7aa9b116e0ba,2024-01-09 04:20:00,appOpen,,,
e_1a5914be1e1c435b,u_f529961ca95d,2024-01-09 05:33:00,contentViewed_other,,,
e_fc3985c3bec04837,u_a45706486e4c,2024-01-09 07:55:00,contentViewed_bible,,,
e_f387a0c3b06b45ca,u_6fb5e747eddb,2024-01-09 08:08:00,appOpen,,,
e_7481a9427c32491d,u_811710db91f4,2024-01-09 09:46:00,habitDone,,,
e_804bed09298c416b,u_c72c87174fc8,2024-01-09 10:25:00,habitDone,,,
e_6af6769a45c94628,u_85df44f07df6,2024-01-09 10:46:00,appOpen,,,
e_665f6f0c74194475,u_ab06beb5f8b3,2024-01-09 10:59:00,habitDone,,,
e_666330504638401a,u_f13734bc246d,2024-01-09 13:02:00,contentViewed_other,,,
e_b76dfe3348c343b7,u_7aa9b116e0ba,2024-01-09 13:03:00,habitDone,,,
e_6b2999759fa74962,u_d9b96fe86e6c,2024-01-09 14:21:00,appOpen,,,
e_06420ab78ea04f24,u_f529961ca95d,2024-01-09 14:32:00,habitDone,,,
e_e3a373dfa0994d32,u_d9b96fe86e6c,2024-01-09 15:47:00,appOpen,,,
e_42aed856551545cb,u_9aa68dc352a3,2024-01-09 15:59:00,appOpen,,,
e_50cacd9d53034d16,u_5d2c7c66c0a0,2024-01-09 16:00:00,appOpen,,,
e_374cd1ab6ee2464d,u_811710db91f4,2024-01-09 16:05:00,contentViewed_other,,,
e_38be287ff0ca4fb1,u_7fe28840d44b,2024-01-09 16:24:00,contentViewed_bible,,,
e_96f8d98852074807,u_7aa9b116e0ba,2024-01-09 16:49:00,contentViewed_other,,,
e_b6fa665d2ae14c5f,u_bfabd8a9efaf,2024-01-09 17:00:00,contentViewed_bible,,,
e_6a12ba98260a41a5,u_d655fb3b1f9d,2024-01-09 17:50:00,paywallShown,generic,False,
e_67815a03545141b4,u_5cf6f4e6c002,2024-01-09 18:24:00,appOpen,,,
e_ea9192fb402f4bf9,u_5545d3306570,2024-01-09 18:28:00,appOpen,,,
e_bf44a569d4534422,u_46de3f883e57,2024-01-09 20:41:00,paywallShown,biblestudy,True,
e_2c6276e30526461b,u_46de3f883e57,2024-01-09 20:48:00,purchaseCompleted,biblestudy,,29.99
e_ed62bc3df3894e70,u_4b21d61051e2,2024-01-09 21:42:00,appOpen,,,
e_eb409216324d45d3,u_ab06beb5f8b3,2024-01-09 21:47:00,habitDone,,,
e_07f70988129742bc,u_4e05965f2dcb,2024-01-09 21:53:00,appOpen,,,
e_bc5560ca54b941e6,u_beab14d2414e,2024-01-09 22:38:00,contentViewed_sleep,,,
e_fc654d854ecb4f93,u_f2f3ab0cc8a3,2024-01-10 01:03:00,appOpen,,,
e_81d750eebfa44849,u_d9b96fe86e6c,2024-01-10 02:27:00,habitDone,,,
e_8f1082fa012b46c5,u_7aa9b116e0ba,2024-01-10 02:27:00,appOpen,,,
e_2b548cd4fefd404a,u_46de3f883e57,2024-01-10 02:35:00,habitDone,,,
e_5398259ca6ff42fc,u_f529961ca95d,2024-01-10 03:38:00,appOpen,,,
e_14250ef66c1342e9,u_0e2c8347e362,2024-01-10 05:29:00,appOpen,,,
e_8d816bb8ae72468e,u_295dae53d36c,2024-01-10 06:25:00,contentViewed_other,,,
e_0a3c876ea6f94ec5,u_d31045677181,2024-01-10 06:37:00,appOpen,,,
e_2d8f88ea61414c5b,u_6fb5e747eddb,2024-01-10 06:57:00,appOpen,,,
e_bc6158c98b414be2,u_811710db91f4,2024-01-10 07:22:00,habitDone,,,
e_9a6a139c40744fd3,u_811710db91f4,2024-01-10 09:11:00,habitDone,,,
e_94c4907359d54547,u_72172a5d6f84,2024-01-10 09:17:00,paywallShown,generic,False,
e_0caa5488edc842fa,u_f96a64597ca9,2024-01-10 09:48:00,paywallShown,biblestudy,False,
e_68e5bc1a89504c13,u_b9c7b752caaf,2024-01-10 10:27:00,habitDone,,,
e_d7bfd350312d4999,u_f529961ca95d,2024-01-10 12:43:00,contentViewed_other,,,
e_e177c7fbc6884f3b,u_bfabd8a9efaf,2024-01-10 13:28:00,contentViewed_bible,,,
e_e32e485bc1214ec3,u_52ceefee53aa,2024-01-10 13:57:00,habitDone,,,
e_a87ab99246ca41b8,u_7fc10dd68860,2024-01-10 14:48:00,appOpen,,,
e_fcaec6348b894282,u_beab14d2414e,2024-01-10 15:11:00,contentViewed_other,,,
e_41119ac8cea94df6,u_beab14d2414e,2024-01-10 16:25:00,habitDone,,,
e_bef9b08326774ea5,u_3236cd326b05,2024-01-10 16:28:00,habitDone,,,
e_5473afe5e3ee4e97,u_5545d3306570,2024-01-10 16:44:00,appOpen,,,
e_581a152b7de945a6,u_811710db91f4,2024-01-10 17:13:00,contentViewed_other,,,
e_b4090b24d00349ef,u_c1011b2fea85,2024-01-10 17:18:00,appOpen,,,
e_41fbfe42a8314a4d,u_beab14d2414e,2024-01-10 17:27:00,contentViewed_sleep,,,
e_0305f8f312d14d7c,u_d6c803c66f18,2024-01-10 17:55:00,contentViewed_bible,,,
e_5d19ce571a4343e1,u_b62f064ac460,2024-01-10 18:01:00,contentViewed_sleep,,,
e_ee27257052e14fd2,u_7aa9b116e0ba,2024-01-10 18:20:00,habitDone,,,
e_d28b6dee3cc44b51,u_919d7acb778f,2024-01-10 18:52:00,appOpen,,,
e_51292c09d01b49e9,u_d6c803c66f18,2024-01-10 19:08:00,contentViewed_bible,,,
e_b05bad995514473d,bob,2024-01-10 20:18:00,habitDone,,,
e_ac7b9696049c4610,u_5cf6f4e6c002,2024-01-10 20:32:00,contentViewed_sleep,,,
e_f3c9b1bf1d004366,u_85df44f07df6,2024-01-10 20:40:00,appOpen,,,
e_a14cdd23ffa44d9e,u_d48c3bfba593,2024-01-11 00:48:00,contentViewed_other,,,
e_3e9f182a22ff46fb,u_f422e270c348,2024-01-11 01:17:00,contentViewed_bible,,,
e_de252091e4a94f28,u_f422e270c348,2024-01-11 02:04:00,habitDone,,,
e_96169f2280294cf3,u_74e27d26c6be,2024-01-11 02:15:00,habitDone,,,
e_39d732f8328043cf,u_7fc10dd68860,2024-01-11 04:45:00,contentViewed_other,,,
e_cd691bfa1aa94fd8,u_6770a166f523,2024-01-11 05:31:00,contentViewed_bible,,,
e_0fe6aeff5a464af8,u_f96a64597ca9,2024-01-11 05:35:00,habitDone,,,
e_4b77756ce1ef43fd,u_5279cef1ed3c,2024-01-11 06:54:00,appOpen,,,
e_967a4d0140104638,u_1978bc3a9306,2024-01-11 06:58:00,habitDone,,,
e_b5857cf844724237,u_202a342b9659,2024-01-11 07:12:00,contentViewed_other,,,
e_8fad5a8c543f4110,u_d9b96fe86e6c,2024-01-11 07:17:00,appOpen,,,
e_ed8960c865474b97,u_202a342b9659,2024-01-11 08:14:00,appOpen,,,
e_09245a012c1c4c7e,bob,2024-01-11 08:54:00,contentViewed_sleep,,,
e_44fe46d1783a4479,u_6fb5e747eddb,2024-01-11 09:10:00,contentViewed_other,,,
e_b11f73350f0141da,u_d9b96fe86e6c,2024-01-11 10:29:00,habitDone,,,
e_77e7d966186a4591,u_5279cef1ed3c,2024-01-11 10:31:00,habitDone,,,
e_838b85462cd04b39,u_d48c3bfba593,2024-01-11 11:04:00,paywallShown,anxiety,False,
e_0ddeae69611a40dd,u_8b2b2816de65,2024-01-11 11:18:00,habitDone,,,
e_a9e93350c4e846c9,u_f1f6c073866a,2024-01-11 12:30:00,contentViewed_other,,,
e_ca3d5baccfba4b36,u_0e2c8347e362,2024-01-11 12:41:00,contentViewed_anxiety,,,
e_b6162a21758b46b1,u_959d634476a6,2024-01-11 13:27:00,habitDone,,,
e_b807973ecef14013,u_919d7acb778f,2024-01-11 14:22:00,contentViewed_other,,,
e_21dc64bbf3c64e49,u_7fe28840d44b,2024-01-11 14:57:00,habitDone,,,
e_d604a83b9a7149a1,u_6db58d96dd5b,2024-01-11 15:31:00,contentViewed_sleep,,,
e_d582623509fa4c4a,u_c1011b2fea85,2024-01-11 15:32:00,appOpen,,,
e_32888c7258c14520,u_f529961ca95d,2024-01-11 17:09:00,contentViewed_other,,,
e_851d64d4e43c4173,u_535bc2ef3899,2024-01-11 18:25:00,contentViewed_sleep,,,
e_897effdbe2da4e90,u_a1d3a94792ee,2024-01-11 18:34:00,paywallShown,sleep,False,
e_415a88a57fc9471b,u_46de3f883e57,2024-01-11 18:45:00,contentViewed_bible,,,
e_cae432d5aba1417f,u_c72c87174fc8,2024-01-11 19:06:00,contentViewed_other,,,
e_0b5032797ad64c3f,u_f00cf39ba413,2024-01-11 19:20:00,paywallShown,sleep,False,
e_0236f430c9e1400b,u_f529961ca95d,2024-01-11 19:23:00,paywallShown,biblestudy,False,
e_7984ca4302f34ff2,u_5545d3306570,2024-01-11 21:03:00,habitDone,,,
e_25a1f1898bb2462f,u_b2168fe9f088,2024-01-11 21:24:00,contentViewed_other,,,
e_c30c89adad66472d,u_f529961ca95d,2024-01-11 21:27:00,contentViewed_other,,,
e_b95e68e8b04242c6,u_29261a464113,2024-01-11 22:54:00,contentViewed_bible,,,
e_172aa8ab4a124ffd,u_7fc10dd68860,2024-01-12 00:33:00,habitDone,,,
e_c84201a0b41f45e1,u_081ca76bc697,2024-01-12 01:36:00,habitDone,,,
e_3051700702f041f9,u_d31045677181,2024-01-12 02:33:00,appOpen,,,
e_7f6214fb529440ac,u_5cf6f4e6c002,2024-01-12 06:03:00,habitDone,,,
e_44cea39cf6064878,u_9f3611e3b7c5,2024-01-12 06:13:00,appOpen,,,
e_67e46b794b6c4365,u_beab14d2414e,2024-01-12 06:14:00,habitDone,,,
e_8d16d55ac87b4a41,u_919d7acb778f,2024-01-12 06:21:00,appOpen,,,
e_82e63af4e62549da,u_01db193f13ee,2024-01-12 08:34:00,contentViewed_sleep,,,
e_8ef0ee652e27441a,u_8b2b2816de65,2024-01-12 10:39:00,paywallShown,biblestudy,False,
e_3465e20be21a4484,u_e5e228db726c,2024-01-12 10:44:00,appOpen,,,
e_17fb2e24c86b46f5,u_6fb5e747eddb,2024-01-12 11:17:00,contentViewed_sleep,,,
e_4821a7582bac452f,u_6fb5e747eddb,2024-01-12 11:53:00,habitDone,,,
e_91437b7b039644da,u_34b2d9900ef8,2024-01-12 12:09:00,paywallShown,anxiety,False,
e_ae740fe7d8b24a59,u_86a18bc54447,2024-01-12 13:03:00,habitDone,,,
e_ea7e95cae3404e86,u_d9b96fe86e6c,2024-01-12 14:18:00,contentViewed_sleep,,,
e_fc5a2d65b6a44b16,u_85df44f07df6,2024-01-12 14:58:00,contentViewed_bible,,,
e_d629332df25a42a1,u_9f3611e3b7c5,2024-01-12 15:32:00,habitDone,,,
e_67757b4cbed54f48,u_85df44f07df6,2024-01-12 18:26:00,contentViewed_other,,,
e_8c895af0fdcb475c,u_52ceefee53aa,2024-01-12 19:23:00,contentViewed_bible,,,
e_9dd1bec4dbb24ead,u_202a342b9659,2024-01-12 20:23:00,contentViewed_anxiety,,,
e_4f4f09a68f9742e9,u_9f3611e3b7c5,2024-01-12 20:35:00,contentViewed_sleep,,,
e_df35cdf6bf91480a,u_5545d3306570,2024-01-12 21:39:00,paywallShown,biblestudy,False,
e_56c9318d5c924d95,u_d9b96fe86e6c,2024-01-12 23:00:00,contentViewed_sleep,,,
e_dc81123bbf374a81,u_757e164e11d7,2024-01-12 23:52:00,contentViewed_other,,,
e_00d57f3cb53b4bba,u_5392795ea978,2024-01-13 00:52:00,habitDone,,,
e_12ff3473f0ee436f,u_90fa1f28c014,2024-01-13 01:06:00,appOpen,,,
e_0bcb65c06cf64497,u_5279cef1ed3c,2024-01-13 01:24:00,appOpen,,,
e_bdc21dc7c5814c17,u_da31b1bdd245,2024-01-13 01:56:00,contentViewed_bible,,,
e_06094fb411604a38,u_919d7acb778f,2024-01-13 02:12:00,habitDone,,,
e_94907fb80c974975,u_f529961ca95d,2024-01-13 02:30:00,habitDone,,,
e_60898818a3094fbe,u_2f4930788d9f,2024-01-13 03:04:00,habitDone,,,
e_13e650ce3c7440dd,u_5cf6f4e6c002,2024-01-13 03:29:00,contentViewed_sleep,,,
e_b9b9390c5c514101,u_f96a64597ca9,2024-01-13 04:19:00,habitDone,,,
e_37e3453bbe164eb1,u_7fe28840d44b,2024-01-13 04:55:00,appOpen,,,
e_3cea164ccf904a1f,u_34b2d9900ef8,2024-01-13 05:17:00,appOpen,,,
e_f86d0d5d44c54d6e,u_295dae53d36c,2024-01-13 05:29:00,habitDone,,,
e_3c954f6c61af44ef,u_bfabd8a9efaf,2024-01-13 06:39:00,appOpen,,,
e_02293f67bd2542b8,u_d9b96fe86e6c,2024-01-13 06:42:00,contentViewed_sleep,,,
e_b737174f20d1443a,u_202a342b9659,2024-01-13 06:46:00,contentViewed_anxiety,,,
e_f8b05c40d0634602,u_8b2b2816de65,2024-01-13 07:14:00,habitDone,,,
e_8c4878a42a5a40b4,bob,2024-01-13 07:18:00,habitDone,,,
e_cfa4634b060f484f,u_18481f24640b,2024-01-13 08:10:00,habitDone,,,
e_d4eec054b64c4045,u_9fbd8886ec7c,2024-01-13 08:18:00,paywallShown,generic,False,
e_8eabd7e5f9cb401c,u_ab06beb5f8b3,2024-01-13 09:41:00,contentViewed_bible,,,
e_9834a891d3014aaa,u_01db193f13ee,2024-01-13 10:34:00,paywallShown,sleep,False,
e_b0aa909ad6eb436a,u_202a342b9659,2024-01-13 12:45:00,habitDone,,,
e_72365a7b9a534d65,u_a975e29f3e55,2024-01-13 12:51:00,contentViewed_other,,,
e_feea34461bbe44bb,u_bdab3ea54bac,2024-01-13 13:36:00,habitDone,,,
e_3a775e8af67b4b48,u_7aa9b116e0ba,2024-01-13 13:46:00,contentViewed_other,,,
e_f1cf817f19ae4dc5,u_bfabd8a9efaf,2024-01-13 14:17:00,contentViewed_bible,,,
e_a49cf679502e4c16,u_202a342b9659,2024-01-13 14:25:00,contentViewed_other,,,
e_613aafc09ffc4204,u_402e75a70836,2024-01-13 15:16:00,paywallShown,anxiety,False,
e_a297f4d9010a4410,u_e3b06e0da1e0,2024-01-13 15:56:00,contentViewed_anxiety,,,
e_715f810437364a48,u_ba606ae7f686,2024-01-13 16:19:00,habitDone,,,
e_758ff4b658a24bdd,u_6fb5e747eddb,2024-01-13 16:46:00,appOpen,,,
e_6519f447269748c6,u_b67003ebe30e,2024-01-13 18:19:00,habitDone,,,
e_c23f8a5d3f0c4b33,u_5cf6f4e6c002,2024-01-13 18:34:00,contentViewed_sleep,,,
e_1e1e227b8a984c4d,u_8b2b2816de65,2024-01-13 18:54:00,paywallShown,sleep,False,
e_f1350e6c94524622,u_7aa9b116e0ba,2024-01-13 19:14:00,habitDone,,,
e_0cdafff43faf49d7,u_c72c87174fc8,2024-01-13 19:15:00,contentViewed_other,,,
e_eb87234b5a084a26,u_46de3f883e57,2024-01-13 19:41:00,appOpen,,,
e_d89887f4af0f4841,u_403e3bdb1db5,2024-01-13 19:57:00,habitDone,,,
e_b4cb000883b04b26,u_732a21cdd34f,2024-01-13 21:21:00,contentViewed_sleep,,,
e_d715b95fe60e4e8f,u_6770a166f523,2024-01-13 22:42:00,paywallShown,generic,False,
e_ee950b58255c437e,u_1978bc3a9306,2024-01-13 22:59:00,paywallShown,generic,False,
e_7a98d4de7e344480,u_f529961ca95d,2024-01-13 23:50:00,habitDone,,,
e_e309530cc3d84e4f,u_cd3f6db22cd9,2024-01-14 00:28:00,appOpen,,,
e_8ce2271ad81d4694,u_5cf6f4e6c002,2024-01-14 00:29:00,habitDone,,,
e_1bed1efdbf814dfc,u_01db193f13ee,2024-01-14 01:05:00,contentViewed_other,,,
e_b64450b4674e4fde,u_ee8750af4ac5,2024-01-14 01:08:00,habitDone,,,
e_a4ba255b6e1b486f,u_8b2b2816de65,2024-01-14 01:37:00,appOpen,,,
e_ee0bff7252954b5e,u_c72c87174fc8,2024-01-14 01:42:00,habitDone,,,
e_4c5d8858a2e74348,u_5279cef1ed3c,2024-01-14 01:55:00,habitDone,,,
e_96086b8c88564083,u_1978bc3a9306,2024-01-14 02:10:00,appOpen,,,
e_f3982573b7554bcd,u_759831c0453f,2024-01-14 02:18:00,contentViewed_other,,,
e_04e32fb6e9554ad2,u_ce4458390e57,2024-01-14 02:37:00,contentViewed_other,,,
e_32a6e46afffb4dbc,u_e608895d0d9a,2024-01-14 03:25:00,contentViewed_other,,,
e_ee52e2c6e2c345a5,u_d9b96fe86e6c,2024-01-14 04:03:00,contentViewed_other,,,
e_4ace27f2ca114535,u_d8671273956c,2024-01-14 05:21:00,contentViewed_bible,,,
e_681d6956bef7417c,u_d6c803c66f18,2024-01-14 06:30:00,contentViewed_bible,,,
e_b5adc8f7603c4029,u_9f3611e3b7c5,2024-01-14 09:08:00,appOpen,,,
e_2315194a0b2c412d,u_c72c87174fc8,2024-01-14 09:33:00,habitDone,,,
e_90ae281bb7444e98,u_9f3611e3b7c5,2024-01-14 10:24:00,appOpen,,,
